sku,category_1_name,category_2_name,category_3_name,category_4_name,category_5_name,collection_real_launch_date_date,product_first_order_date,descricao_cor,familia_cor_nome
7127_1000074_0_44,Feminino,Moda,Roupas,Calças,Leather,2016-05-02,2016-05-04,CINZA ESCURO,CINZA
7127_1000074_0_44,Feminino,Moda,Roupas,Calças,Skinny,2016-05-02,2016-05-04,CINZA ESCURO,CINZA
7127_40130843_0_36,Feminino,Moda,Roupas,Calças,Leather,2016-05-02,2016-05-02,PRETO,PRETO
7127_40130843_0_36,Feminino,Moda,Roupas,Calças,Skinny,2016-05-02,2016-05-02,PRETO,PRETO
7127_40130843_0_38,Feminino,Moda,Roupas,Calças,Leather,2016-05-02,2016-05-05,PRETO,PRETO
7129_1000070_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-05-02,2016-05-02,BURGUNDY,VERMELHO
7129_307_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2016-05-02,2016-05-10,VERDE ESCURO,VERDE
7131_307_0_PP,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-03,VERDE ESCURO,VERDE
7133_1000070_0_GG,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-17,BURGUNDY,VERMELHO
7133_1000070_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-02,BURGUNDY,VERMELHO
7133_1000070_0_PP,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-04,BURGUNDY,VERMELHO
7135_1000032_0_GG,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-04,MARINHO,AZUL
7135_1000070_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-05,BURGUNDY,VERMELHO
7135_40130843_0_P,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-02,2016-05-02,PRETO,PRETO
7137_313_0_GG,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-02,2016-05-03,BLUSH,ROSA
7137_313_0_PP,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-02,2016-05-04,BLUSH,ROSA
7137_40130843_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-02,2016-05-13,PRETO,PRETO
7137_40130843_0_GG,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-02,2016-05-02,PRETO,PRETO
713_1000032_0_G,Feminino,Moda,Roupas,Macacão,Macaquinho,1969-12-31,2015-06-04,MARINHO,AZUL
7149_1000032_0_U,Feminino,Acessórios,Lenços,,,2016-05-02,2016-05-04,MARINHO,AZUL
7151_1000038_0_U,Feminino,Acessórios,Lenços,Lenço Longo,,2016-05-02,2016-05-03,CINZA,CINZA
7153_1000010_0_P,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2016-05-02,2016-05-02,CREME,BEGE
7159_40130843_0_U,Feminino,Acessórios,Lenços,Lenço Longo,,2016-05-02,2016-05-04,PRETO,PRETO
717_1000084_0_G,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-06-22,ROSE,ROSA
717_1000084_0_M,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-06-19,ROSE,ROSA
7185_371_0_U,Feminino,Acessórios,Chapéus,,,2016-05-02,2016-05-03,CINZA MESCLA ESCURO,CINZA
7253_40130843_0_P,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2016-05-30,2016-05-30,PRETO,PRETO
7255_173_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-30,2016-06-01,PALHA,BEGE
7255_397_0_GG,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-30,2016-06-02,AZUL INDIGO,AZUL
7257_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-05-30,2016-05-30,OFF-WHITE,BRANCO
7257_369_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2016-05-30,2016-05-30,CINZA MESCLA CLARO,CINZA
7257_369_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-05-30,2016-05-30,CINZA MESCLA CLARO,CINZA
733_1000012_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2015-06-01,BEGE,BEGE
733_1000012_0_44,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2016-05-18,BEGE,BEGE
733_1000070_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2016-05-13,BURGUNDY,VERMELHO
733_1000070_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2016-05-23,BURGUNDY,VERMELHO
733_1000070_0_44,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2016-05-16,BURGUNDY,VERMELHO
733_40130843_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-05-02,2015-06-01,PRETO,PRETO
7355_1000058_0_M,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2016-05-30,2016-05-30,OFF-WHITE,BRANCO
7485_353_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-02,2016-05-03,FLORAL ANTIQUE,PRETO
7507_1000010_0_M,Feminino,Moda,Roupas,Saias,Mini,2016-05-30,2016-06-01,CREME,BEGE
7507_1000010_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-05-30,2016-05-31,CREME,BEGE
7507_40130843_0_M,Feminino,Moda,Roupas,Saias,Mini,2016-05-30,2016-05-31,PRETO,PRETO
7507_40130843_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-05-30,2016-05-31,PRETO,PRETO
7515_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-05-30,2016-06-04,DOURADO,DOURADO
7529_40130843_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-06-03,PRETO,PRETO
7531_1000102_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-05-30,2016-05-30,OURO VELHO,DOURADO
7533_20_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-05-30,2016-05-30,ONIX,PRATEADO
7541_1000054_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-05-30,2016-05-30,CARAMELO,MARROM
7551_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-05-30,DOURADO,DOURADO
7557_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-06-07,DOURADO,DOURADO
7561_1000058_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-05-30,2016-05-30,OFF-WHITE,BRANCO
7563_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-05-31,DOURADO,DOURADO
7565_1000018_0_U,Feminino,Acessórios,Cabelo,,,2016-05-30,2016-05-30,DOURADO,DOURADO
7577_1000078_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-05-30,2016-05-30,TAUPE,BEGE
7581_1000016_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-06-06,MARROM,MARROM
7591_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,2016-05-30,2016-06-02,DOURADO,DOURADO
7599_20_0_U,Feminino,Acessórios,Bijoux,Anéis,,2016-05-30,2016-06-03,ONIX,PRATEADO
7603_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-05-30,2016-05-31,DOURADO,DOURADO
7611_1000016_0_U,Feminino,Acessórios,Bolsas,Mini,,2016-05-30,2016-06-01,MARROM,MARROM
7613_40130843_0_U,Feminino,Acessórios,Bolsas,Bucket,,2016-05-30,2016-06-15,PRETO,PRETO
761_1000038_0_M,Feminino,Moda,Roupas,Saias,Midi,1969-12-31,2015-06-11,CINZA,CINZA
761_1000038_0_P,Feminino,Moda,Roupas,Saias,Midi,1969-12-31,2015-06-19,CINZA,CINZA
7657_1000046_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-05-30,NUDE,ROSA
7657_1000046_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-06,NUDE,ROSA
7657_1000108_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-29,COBALTO,AZUL
7659_1000032_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-12,MARINHO,AZUL
7659_40130843_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-01,PRETO,PRETO
7659_7_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-01,OLIVA,VERDE
7661_1000032_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-05-31,MARINHO,AZUL
7661_1000114_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-08,AZUL ROYAL,AZUL
7663_1000058_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-04,OFF-WHITE,BRANCO
7663_1000114_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-06-04,AZUL ROYAL,AZUL
7663_40130843_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-05-30,PRETO,PRETO
7663_425_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-05-30,LEOPARD,BEGE
7663_425_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-05-30,2016-05-30,LEOPARD,BEGE
767_1000038_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,1969-12-31,2015-06-15,CINZA,CINZA
7683_40130843_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-05-31,PRETO,PRETO
7709_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-05-30,2016-06-04,PRETO,PRETO
771_40130843_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,1969-12-31,2015-05-29,PRETO,PRETO
7723_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-05-30,2016-05-30,PRETO,PRETO
7727_1000116_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-05-30,2016-06-05,TARTARUGA,MARROM
7749_40130843_0_U,Feminino,Acessórios,Lenços,,,2016-05-30,2016-05-30,PRETO,PRETO
775_1000038_0_M,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,1969-12-31,2015-05-29,CINZA,CINZA
775_1000038_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,1969-12-31,2015-05-29,CINZA,CINZA
7765_40130843_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-05-30,2016-06-03,PRETO,PRETO
7767_20_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-05-30,2016-05-31,ONIX,PRATEADO
7769_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-06-01,DOURADO,DOURADO
7777_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-05-30,2016-06-02,DOURADO,DOURADO
783_40130843_0_G,Feminino,Moda,Roupas,Vestidos,Midi,1969-12-31,2015-06-12,PRETO,PRETO
783_40130843_0_P,Feminino,Moda,Roupas,Vestidos,Midi,1969-12-31,2015-06-15,PRETO,PRETO
787_1000070_0_P,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-06-14,BURGUNDY,VERMELHO
787_40130843_0_P,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-06-03,PRETO,PRETO
793_1000012_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-06-24,BEGE,BEGE
793_1000032_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-06-02,MARINHO,AZUL
793_1000032_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-06-01,MARINHO,AZUL
7947_1000012_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-30,2016-06-08,BEGE,BEGE
7947_1000012_0_PP,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-30,2016-06-09,BEGE,BEGE
7947_40130843_0_P,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2016-05-30,2016-06-01,PRETO,PRETO
7953_40130843_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-30,2016-06-09,PRETO,PRETO
7953_40130843_0_PP,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2016-05-30,2016-06-07,PRETO,PRETO
7955_1000070_0_P,Feminino,Moda,Roupas,Vestidos,Midi,2016-05-30,2016-06-15,BURGUNDY,VERMELHO
805_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-05-04,2015-06-26,DOURADO,DOURADO
825_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-05-04,2016-03-04,DOURADO,DOURADO
8265_1000038_0_U,Feminino,Acessórios,Lenços,Lenço Longo,,2016-05-30,2016-05-30,CINZA,CINZA
831_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-05-04,2015-05-08,DOURADO,DOURADO
871_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-05-04,2015-05-07,DOURADO,DOURADO
883_1000024_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-05-04,2015-05-11,VERMELHO,VERMELHO
887_1000038_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-05-04,2015-05-06,CINZA,CINZA
891_1000054_0_U,Feminino,Acessórios,Bolsas,Mini,,2015-05-04,2015-05-05,CARAMELO,MARROM
901_40130843_0_M,Feminino,Moda,Roupas,Blusas,Regatas,1969-12-31,2015-05-30,PRETO,PRETO
919_1000022_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-05-04,2015-05-22,LARANJA,LARANJA
949_1000034_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-05-04,2015-05-07,ROXO,ROXO
959_1000032_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2016-04-19,MARINHO,AZUL
959_40130843_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2015-06-01,PRETO,PRETO
959_40130843_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2015-06-01,PRETO,PRETO
959_83_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2016-04-22,VINHO,VERMELHO
959_83_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2016-04-28,VINHO,VERMELHO
959_83_0_44,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-06-01,2016-04-20,VINHO,VERMELHO
987_1000050_0_G,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,1969-12-31,2015-06-01,CAMEL,MARROM
1003_1000038_0_M,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,1969-12-31,2015-06-22,CINZA,CINZA
1003_1000038_0_P,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,1969-12-31,2015-06-02,CINZA,CINZA
1009_1000068_0_U,Feminino,Acessórios,Meia-Calça,,,2015-05-04,2015-06-01,CAFE,MARROM
1035_1000012_0_U,Feminino,Acessórios,Chapéus,Aba Larga,,2016-02-29,2015-05-05,BEGE,BEGE
1035_229_0_U,Feminino,Acessórios,Chapéus,Aba Larga,,2016-02-29,2016-03-11,BOHO FLOWER LARANJA,LARANJA
1037_1000042_0_U,Feminino,Acessórios,Chapéus,Aba Larga,,2016-05-02,2016-05-25,CAQUI,BEGE
1037_1000054_0_U,Feminino,Acessórios,Chapéus,Aba Larga,,2016-05-02,2016-05-20,CARAMELO,MARROM
1063_40130843_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-05-04,2015-05-01,PRETO,PRETO
1065_1000030_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-05-04,2015-05-04,AZUL,AZUL
1067_1000066_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-05-04,2015-05-04,MILITAR,VERDE
1073_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-05-04,2015-05-11,PRETO,PRETO
1075_1000026_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-05-04,2015-06-11,ROSA,ROSA
1079_1000024_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-05-04,2015-06-14,VERMELHO,VERMELHO
1087_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-05-04,2015-05-18,PRETO,PRETO
110_1000032_0_G,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-10-21,MARINHO,AZUL
110_1000032_0_P,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-10-21,MARINHO,AZUL
1115_1000070_0_36,Feminino,Moda,Roupas,Calças,Skinny,1969-12-31,2015-06-10,BURGUNDY,VERMELHO
1115_1000070_0_42,Feminino,Moda,Roupas,Calças,Skinny,1969-12-31,2015-06-11,BURGUNDY,VERMELHO
1137_40130843_0_44,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-02,PRETO,PRETO
1139_1000028_0_U,Feminino,Acessórios,Lenços,,,1969-12-31,2016-01-28,VERDE,VERDE
114_40130847_0_M,Feminino,Moda,Roupas,Blusas,Camisas,2015-03-02,2015-09-29,BRANCO,BRANCO
114_40130847_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2015-03-02,2016-02-01,BRANCO,BRANCO
1161_1000084_0_40,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-04,ROSE,ROSA
1165_1000046_0_36,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-02,NUDE,ROSA
1165_1000046_0_40,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-03,NUDE,ROSA
1165_1000046_0_42,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-03,NUDE,ROSA
1171_1000070_0_PP,Feminino,Moda,Roupas,Blusas,Camisetas,1969-12-31,2015-07-04,BURGUNDY,VERMELHO
1173_1000030_0_42,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-08-20,AZUL,AZUL
1179_1000086_0_38,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-02,UVA,ROXO
1179_1000086_0_40,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-18,UVA,ROXO
1189_1000030_0_38,Feminino,Moda,Roupas,Saias,Mini,1969-12-31,2015-07-01,AZUL,AZUL
1191_40130843_0_38,Feminino,Moda,Roupas,Saias,Mini,1969-12-31,2015-07-01,PRETO,PRETO
1197_1000030_0_44,Feminino,Moda,Roupas,Calças,Flare,1969-12-31,2015-07-01,AZUL,AZUL
1223_1000078_0_G,Feminino,Moda,Roupas,Blusas,Blusas,1969-12-31,2015-07-04,TAUPE,BEGE
1223_40130843_0_P,Feminino,Moda,Roupas,Blusas,Blusas,1969-12-31,2015-07-03,PRETO,PRETO
1225_40130843_0_P,Feminino,Moda,Roupas,Blusas,Regatas,1969-12-31,2015-07-04,PRETO,PRETO
1231_1000030_0_M,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-08-05,AZUL,AZUL
1231_1000030_0_PP,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-10-29,AZUL,AZUL
1231_1000030_0_PP,Feminino,Moda,Roupas,Calças,Pantalona,1969-12-31,2015-10-29,AZUL,AZUL
1231_1000086_0_PP,Feminino,Moda,Roupas,Calças,Pantalona,1969-12-31,2015-08-29,UVA,ROXO
1243_40130843_0_42,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-02,PRETO,PRETO
1249_40130843_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,1969-12-31,2015-07-31,PRETO,PRETO
1255_1000030_0_P,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-28,AZUL,AZUL
1255_1000046_0_G,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-09-06,NUDE,ROSA
1275_1000076_0_U,Feminino,Acessórios,Bijoux,Colares,,1969-12-31,2015-07-27,GRAFITE,CINZA
1277_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-07-25,DOURADO,DOURADO
128_1000072_0_G,Feminino,Moda,Roupas,Vestidos,Midi,1969-12-31,2015-06-18,MOSTARDA,AMARELO
1301_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-07-29,DOURADO,DOURADO
1309_1000046_0_40,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-21,NUDE,ROSA
1309_1000086_0_40,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-01,UVA,ROXO
1315_40130843_0_42,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-07,PRETO,PRETO
1319_40130843_0_38,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-07,PRETO,PRETO
1319_40130843_0_42,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-02,PRETO,PRETO
1327_1000032_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-04-04,2016-05-22,MARINHO,AZUL
1327_1000032_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-04-04,2016-04-28,MARINHO,AZUL
1337_40130843_0_44,Feminino,Moda,Roupas,Blazers,,1969-12-31,2015-07-13,PRETO,PRETO
1339_40130843_0_40,Feminino,Moda,Roupas,Calças,Skinny,1969-12-31,2015-07-02,PRETO,PRETO
1343_40130843_0_40,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-03,PRETO,PRETO
1365_1000030_0_40,Feminino,Moda,Roupas,Macacão,Macaquinho,1969-12-31,2015-07-11,AZUL,AZUL
1367_40130843_0_40,Feminino,Moda,Roupas,Vestidos,Maxi,1969-12-31,2015-07-27,PRETO,PRETO
1373_1000030_0_40,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-04,AZUL,AZUL
137_1000058_0_40,Feminino,Moda,Roupas,Vestidos,Maxi,2015-03-30,2016-02-15,OFF-WHITE,BRANCO
1383_1000046_0_P,Feminino,Moda,Roupas,Blusas,Regatas,1969-12-31,2015-08-24,NUDE,ROSA
1387_40130843_0_40,Feminino,Moda,Roupas,Vestidos,,1969-12-31,2015-07-03,PRETO,PRETO
1397_40130843_0_38,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-06,PRETO,PRETO
1399_40130843_0_42,Feminino,Moda,Roupas,Vestidos,Curto,1969-12-31,2015-07-03,PRETO,PRETO
1401_1000078_0_42,Feminino,Moda,Roupas,Calças,Reta,1969-12-31,2015-07-01,TAUPE,BEGE
1405_1000030_0_42,Feminino,Moda,Roupas,Blusas,Regatas,1969-12-31,2015-07-07,AZUL,AZUL
1405_1000086_0_40,Feminino,Moda,Roupas,Blusas,Regatas,1969-12-31,2015-07-09,UVA,ROXO
1407_1000076_0_40,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-08-11,GRAFITE,CINZA
1407_1000076_0_42,Feminino,Moda,Roupas,Blusas,Camisas,1969-12-31,2015-07-22,GRAFITE,CINZA
1427_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-06-03,DOURADO,DOURADO
1435_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,1969-12-31,2015-05-30,DOURADO,DOURADO
1441_40130845_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-06-01,PRATA,PRATEADO
1447_40130845_0_U,Feminino,Acessórios,Bijoux,Colares,,1969-12-31,2015-06-01,PRATA,PRATEADO
1449_1000076_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-06-17,GRAFITE,CINZA
1461_1000010_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-06-07,CREME,BEGE
1463_1000016_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-07-02,MARROM,MARROM
1477_1000030_0_U,Feminino,,,,,1969-12-31,2016-02-03,AZUL,AZUL
1489_1000026_0_U,Feminino,,,,,1969-12-31,2016-03-04,ROSA,ROSA
1517_1000024_0_U,Feminino,Acessórios,Bolsas,Mini,,1969-12-31,2015-06-01,VERMELHO,VERMELHO
1551_40130843_0_U,Feminino,Acessórios,Cintos,,,1969-12-31,2015-05-30,PRETO,PRETO
1563_40130843_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-05-30,PRETO,PRETO
1569_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-05-31,DOURADO,DOURADO
1571_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-06-09,DOURADO,DOURADO
157_1000096_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2015-03-30,2016-02-24,AZUL ESCURO,AZUL
157_40130843_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2015-03-30,2016-02-05,PRETO,PRETO
157_40130843_0_P,Feminino,Moda,Roupas,Suéters & Cardigãs,Suéters,2015-03-30,2015-05-28,PRETO,PRETO
1601_40130843_0_U,Feminino,Acessórios,Chapéus,Aba Larga,,1969-12-31,2015-07-04,PRETO,PRETO
1611_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,1969-12-31,2015-06-11,DOURADO,DOURADO
161_40130843_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2015-03-30,2015-04-27,PRETO,PRETO
1627_1000076_0_U,Feminino,Acessórios,Bijoux,Colares,,1969-12-31,2015-06-01,GRAFITE,CINZA
1635_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-06-15,DOURADO,DOURADO
1665_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-06-01,DOURADO,DOURADO
1689_1000010_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,1969-12-31,2015-05-30,CREME,BEGE
1735_40130843_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,1969-12-31,2015-06-10,PRETO,PRETO
1737_40130843_0_P,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,1969-12-31,2015-06-05,PRETO,PRETO
1743_1000038_0_U,Feminino,Acessórios,Chapéus,,,1969-12-31,2015-06-10,CINZA,CINZA
1745_1000058_0_U,Feminino,Acessórios,Chapéus,,,1969-12-31,2015-06-19,OFF-WHITE,BRANCO
1757_40130843_0_U,Feminino,Acessórios,Lenços,,,1969-12-31,2015-06-01,PRETO,PRETO
1771_40130843_0_PP,Feminino,Moda,Roupas,Blusas,Camisetas,1969-12-31,2015-07-30,PRETO,PRETO
1781_1000034_0_U,Feminino,Acessórios,Lenços,,,1969-12-31,2015-07-06,ROXO,ROXO
1783_1000016_0_U,Feminino,Acessórios,Lenços,,,1969-12-31,2015-07-02,MARROM,MARROM
1841_1000050_0_GG,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,1969-12-31,2015-07-20,CAMEL,MARROM
1861_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,1969-12-31,2015-07-01,DOURADO,DOURADO
1879_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-07-08,DOURADO,DOURADO
1881_1000106_0_U,Feminino,Acessórios,Bijoux,Brincos,,1969-12-31,2015-07-03,COBRE,DOURADO
1891_1000018_0_U,Feminino,Acessórios,Cabelo,,,1969-12-31,2015-07-01,DOURADO,DOURADO
1897_1000010_0_U,Feminino,,,,,1969-12-31,2015-06-03,CREME,BEGE
